,Unnamed: 0,Unnamed: 0.1,tourney_name,surface,tourney_level,tourney_date,fed_age,opp_name,opp_hand,opp_ht,opp_ioc,opp_age,score,best_of,round,minutes,fed_rank,fed_rank_points,opp_rank,opp_rank_points,fed_won,consecutive
139,139,33546,Roland Garros,Clay,G,20010528,19.8028747433,Wayne Arthurs,L,190.0,AUS,30.1957563313,3-6 6-3 6-4 6-2,5,R16,147.0,18.0,1480.0,59.0,693.0,1,3
140,140,33551,Roland Garros,Clay,G,20010528,19.8028747433,Alex Corretja,R,180.0,ESP,27.129363449699998,7-5 6-4 7-5,5,QF,161.0,18.0,1480.0,13.0,1825.0,0,0
141,141,33591,Wimbledon,Grass,G,20010625,19.8795345654,Christophe Rochus,R,170.0,BEL,22.527036276500002,6-2 6-3 6-2,5,R128,66.0,15.0,1580.0,83.0,528.0,1,0
142,142,33651,Wimbledon,Grass,G,20010625,19.8795345654,Xavier Malisse,R,185.0,BEL,20.933607118399998,6-3 7-5 3-6 4-6 6-3,5,R64,149.0,15.0,1580.0,53.0,737.0,1,1
143,143,33681,Wimbledon,Grass,G,20010625,19.8795345654,Jonas Bjorkman,R,183.0,SWE,29.2566735113,7-6(4) 6-3 7-6(2),5,R32,141.0,15.0,1580.0,41.0,875.0,1,2
144,144,33696,Wimbledon,Grass,G,20010625,19.8795345654,Pete Sampras,R,185.0,USA,29.8699520876,7-6(7) 5-7 6-4 6-7(2) 7-5,5,R16,221.0,15.0,1580.0,6.0,2790.0,1,3
145,145,33704,Wimbledon,Grass,G,20010625,19.8795345654,Tim Henman,R,185.0,GBR,26.8008213552,7-5 7-6(6) 2-6 7-6(6),5,QF,193.0,15.0,1580.0,11.0,1995.0,0,0
146,146,33767,US Open,Hard,G,20010827,20.052019165,Lars Burgsmuller,R,183.0,GER,25.7248459959,6-4 6-4 6-4,5,R128,123.0,13.0,1815.0,72.0,572.0,1,0
147,147,33803,US Open,Hard,G,20010827,20.052019165,Robby Ginepri,R,183.0,USA,18.8884325804,6-2 7-5 6-1,5,R64,85.0,13.0,1815.0,327.0,92.0,1,1
148,148,33821,US Open,Hard,G,20010827,20.052019165,Sjeng Schalken,R,193.0,NED,24.9664613279,6-4 7-5 7-6(3),5,R32,118.0,13.0,1815.0,24.0,1253.0,1,2
149,149,33830,US Open,Hard,G,20010827,20.052019165,Andre Agassi,R,180.0,USA,31.3292265572,6-1 6-2 6-4,5,R16,83.0,13.0,1815.0,2.0,3870.0,0,0
150,150,33905,Australian Open,Hard,G,20010115,19.438740588599998,Arnaud Di Pasquale,R,185.0,FRA,21.9274469541,6-4 4-6 6-1 7-5,5,R128,132.0,29.0,1080.0,61.0,670.0,1,0
151,151,33966,Australian Open,Hard,G,20010115,19.438740588599998,Nicolas Escude,R,185.0,FRA,24.7857631759,6-1 6-4 6-4,5,R64,105.0,29.0,1080.0,46.0,840.0,1,1
152,152,33997,Australian Open,Hard,G,20010115,19.438740588599998,Arnaud Clement,R,173.0,FRA,23.080082135500003,7-6(5) 6-4 6-4,5,R32,128.0,29.0,1080.0,18.0,1360.0,0,0
153,153,34298,Madrid Masters,Hard,M,20021014,21.18275154,Marcelo Rios,L,175.0,CHI,26.8008213552,6-4 6-2,3,R32,65.0,7.0,2115.0,25.0,1240.0,1,0
154,154,34313,Madrid Masters,Hard,M,20021014,21.18275154,Nicolas Lapentti,R,188.0,ECU,26.1683778234,6-3 6-4,3,R16,81.0,7.0,2115.0,30.0,1130.0,1,1
155,155,34320,Madrid Masters,Hard,M,20021014,21.18275154,Fabrice Santoro,R,178.0,FRA,29.8453114305,7-5 6-3,3,QF,78.0,7.0,2115.0,50.0,725.0,0,0
156,156,34484,Gstaad,Clay,A,20020708,20.9144421629,Hicham Arazi,L,175.0,MAR,28.717316906199997,6-4 6-3,3,R32,85.0,11.0,1915.0,46.0,760.0,1,0
157,157,34494,Gstaad,Clay,A,20020708,20.9144421629,Radek Stepanek,R,185.0,CZE,23.611225188200002,3-6 6-3 6-2,3,R16,85.0,11.0,1915.0,110.0,360.0,0,0
158,158,34710,Basel,Carpet,A,20021021,21.2019164956,Martin Verkerk,R,196.0,NED,23.9726214921,6-3 6-3,3,R32,76.0,8.0,2235.0,92.0,440.0,1,0
159,159,34724,Basel,Carpet,A,20021021,21.2019164956,Alexander Waske,R,188.0,GER,27.5592060233,6-3 7-6(1),3,R16,68.0,8.0,2235.0,143.0,279.0,1,1
160,160,34731,Basel,Carpet,A,20021021,21.2019164956,Andy Roddick,R,188.0,USA,20.142368240899998,7-6(5) 6-1,3,QF,70.0,8.0,2235.0,12.0,1925.0,1,2
161,161,34734,Basel,Carpet,A,20021021,21.2019164956,David Nalbandian,R,180.0,ARG,20.802190280599998,6-7(2) 7-5 6-3,3,SF,133.0,8.0,2235.0,18.0,1592.0,0,0
162,162,34831,Vienna,Hard,A,20021007,21.1635865845,Zeljko Krajan,R,178.0,CRO,23.6741957563,7-5 6-1,3,R32,66.0,13.0,1925.0,115.0,350.0,1,0
163,163,34841,Vienna,Hard,A,20021007,21.1635865845,Tommy Robredo,R,180.0,ESP,20.4353182752,6-2 6-7(5) 6-4,3,R16,116.0,13.0,1925.0,36.0,925.0,1,1
164,164,34846,Vienna,Hard,A,20021007,21.1635865845,Bohdan Ulihrach,R,188.0,CZE,27.6194387406,6-3 6-3,3,QF,60.0,13.0,1925.0,73.0,545.0,1,2
165,165,34848,Vienna,Hard,A,20021007,21.1635865845,Carlos Moya,R,190.0,ESP,26.1108829569,6-2 6-3,3,SF,66.0,13.0,1925.0,9.0,2040.0,1,3
166,166,34849,Vienna,Hard,A,20021007,21.1635865845,Jiri Novak,R,190.0,CZE,27.545516769299997,6-4 6-1 3-6 6-4,5,F,129.0,13.0,1925.0,12.0,1961.0,1,4
167,167,34865,Sydney,Hard,A,20020107,20.4161533196,Tommy Robredo,R,180.0,ESP,19.6878850103,7-6(5) 7-6(5),3,R32,87.0,13.0,1745.0,34.0,1020.0,1,5
168,168,34872,Sydney,Hard,A,20020107,20.4161533196,Xavier Malisse,R,185.0,BEL,21.4702258727,6-2 6-4,3,R16,68.0,13.0,1745.0,31.0,1040.0,1,6
169,169,34875,Sydney,Hard,A,20020107,20.4161533196,Marcelo Rios,L,175.0,CHI,26.0342231348,6-7(2) 7-6(4) 6-3,3,QF,111.0,13.0,1745.0,47.0,755.0,1,7
170,170,34877,Sydney,Hard,A,20020107,20.4161533196,Andy Roddick,R,188.0,USA,19.356605065,7-6(3) 6-4,3,SF,81.0,13.0,1745.0,15.0,1573.0,1,8
171,171,34878,Sydney,Hard,A,20020107,20.4161533196,Juan Ignacio Chela,R,190.0,ARG,22.3572895277,6-3 6-3,3,F,53.0,13.0,1745.0,67.0,559.0,1,9
172,172,34928,Paris Masters,Carpet,M,20021028,21.221081451099998,Xavier Malisse,R,185.0,BEL,22.2751540041,6-2 6-4,3,R32,52.0,8.0,2170.0,26.0,1265.0,1,10
173,173,34942,Paris Masters,Carpet,M,20021028,21.221081451099998,Tommy Haas,R,188.0,GER,24.569472963699997,6-2 7-6(2),3,R16,75.0,8.0,2170.0,7.0,2170.0,1,11
174,174,34949,Paris Masters,Carpet,M,20021028,21.221081451099998,Lleyton Hewitt,R,180.0,AUS,21.6728268309,6-4 6-4,3,QF,91.0,8.0,2170.0,1.0,4240.0,0,0
175,175,35093,Miami Masters,Hard,M,20020318,20.6078028747,Jeff Morrison,R,185.0,USA,23.1156741958,6-1 7-6(6),3,R64,69.0,14.0,1820.0,139.0,293.0,1,0
176,176,35119,Miami Masters,Hard,M,20020318,20.6078028747,Albert Portas,R,188.0,ESP,28.336755646799997,6-4 6-1,3,R32,67.0,14.0,1820.0,25.0,1180.0,1,1
177,177,35132,Miami Masters,Hard,M,20020318,20.6078028747,Tim Henman,R,185.0,GBR,27.5290896646,6-2 RET,3,R16,35.0,14.0,1820.0,6.0,2475.0,1,2
178,178,35138,Miami Masters,Hard,M,20020318,20.6078028747,Andrei Pavel,R,183.0,ROU,28.1368925394,6-1 6-1,3,QF,55.0,14.0,1820.0,28.0,1140.0,1,3
179,179,35141,Miami Masters,Hard,M,20020318,20.6078028747,Lleyton Hewitt,R,180.0,AUS,21.0595482546,6-3 6-4,3,SF,89.0,14.0,1820.0,1.0,4520.0,1,4
180,180,35143,Miami Masters,Hard,M,20020318,20.6078028747,Andre Agassi,R,180.0,USA,31.8850102669,6-3 6-3 3-6 6-4,5,F,141.0,14.0,1820.0,10.0,2195.0,0,0
181,181,35148,Indian Wells Masters,Hard,M,20020311,20.5886379192,Xavier Malisse,R,185.0,BEL,21.6427104723,6-7(5) 7-6(3) 6-3,3,R64,138.0,14.0,1750.0,33.0,1040.0,1,0
182,182,35177,Indian Wells Masters,Hard,M,20020311,20.5886379192,Stefan Koubek,L,175.0,AUT,25.1854893908,6-4 6-4,3,R32,74.0,14.0,1750.0,51.0,778.0,1,1
183,183,35192,Indian Wells Masters,Hard,M,20020311,20.5886379192,Thomas Enqvist,R,190.0,SWE,27.994524298400002,6-4 6-3,3,R16,74.0,14.0,1750.0,22.0,1335.0,0,0
184,184,35208,Rotterdam,Hard,A,20020218,20.5311430527,John Van Lottum,R,185.0,NED,25.8590006845,6-3 6-4,3,R32,70.0,13.0,1865.0,124.0,333.0,1,0
185,185,35227,Rotterdam,Hard,A,20020218,20.5311430527,Nicolas Escude,R,185.0,FRA,25.87816564,3-6 7-6(8) 7-5,3,QF,126.0,13.0,1865.0,22.0,1255.0,0,0
186,186,35249,Milan,Carpet,A,20020128,20.4736481862,Stefan Koubek,L,175.0,AUT,25.070499657800003,7-6(2) 6-3,3,R32,68.0,13.0,1920.0,50.0,778.0,1,0
187,187,35257,Milan,Carpet,A,20020128,20.4736481862,Nikolay Davydenko,R,178.0,RUS,20.6570841889,6-3 6-7(4) 7-5,3,R16,123.0,13.0,1920.0,84.0,465.0,1,1
188,188,35261,Milan,Carpet,A,20020128,20.4736481862,Sargis Sargsian,R,180.0,ARM,28.654346338099998,4-6 6-3 6-3,3,QF,94.0,13.0,1920.0,74.0,509.0,1,2
189,189,35263,Milan,Carpet,A,20020128,20.4736481862,Greg Rusedski,L,193.0,GBR,28.394250513299998,7-6(7) 7-6(4),3,SF,94.0,13.0,1920.0,30.0,1100.0,1,3
190,190,35264,Milan,Carpet,A,20020128,20.4736481862,Davide Sanguinetti,R,188.0,ITA,29.426420260100002,7-6(2) 4-6 6-1,3,F,125.0,13.0,1920.0,87.0,457.0,0,0
191,191,35294,Monte Carlo Masters,Clay,M,20020415,20.6844626968,David Nalbandian,R,180.0,ARG,20.2847364819,6-2 6-1,3,R32,61.0,11.0,2045.0,35.0,977.0,0,0
192,192,35350,Hamburg Masters,Clay,M,20020513,20.7611225188,Nicolas Lapentti,R,188.0,ECU,25.7467488022,6-1 6-4,3,R64,81.0,14.0,1885.0,29.0,1160.0,1,0
193,193,35368,Hamburg Masters,Clay,M,20020513,20.7611225188,Bohdan Ulihrach,R,188.0,CZE,27.216974674899998,6-3 6-0,3,R32,42.0,14.0,1885.0,42.0,835.0,1,1
194,194,35377,Hamburg Masters,Clay,M,20020513,20.7611225188,Adrian Voinea,R,185.0,ROU,27.7672826831,7-5 6-4,3,R16,71.0,14.0,1885.0,67.0,583.0,1,2
195,195,35382,Hamburg Masters,Clay,M,20020513,20.7611225188,Gustavo Kuerten,R,190.0,BRA,25.6700889802,6-0 1-6 6-2,3,QF,85.0,14.0,1885.0,7.0,2495.0,1,3
196,196,35384,Hamburg Masters,Clay,M,20020513,20.7611225188,Max Mirnyi,R,196.0,BLR,24.8514715948,6-4 6-4,3,SF,84.0,14.0,1885.0,39.0,960.0,1,4
197,197,35385,Hamburg Masters,Clay,M,20020513,20.7611225188,Marat Safin,R,193.0,RUS,22.291581108800006,6-1 6-3 6-4,5,F,122.0,14.0,1885.0,5.0,2620.0,1,5
198,198,35405,Rome Masters,Clay,M,20020506,20.741957563299998,Andrea Gaudenzi,R,183.0,ITA,28.7665982204,6-4 6-4,3,R64,72.0,11.0,1955.0,58.0,697.0,0,0
199,199,35583,Canada Masters,Hard,M,20020729,20.9719370294,Guillermo Canas,R,185.0,ARG,24.6735112936,7-6(10) 7-5,3,R64,101.0,10.0,1915.0,19.0,1530.0,0,0
200,200,35638,Cincinnati Masters,Hard,M,20020805,20.9911019849,Ivan Ljubicic,R,193.0,CRO,23.3812457221,2-6 6-4 6-3,3,R64,101.0,14.0,1920.0,34.0,999.0,0,0
201,201,35862,Moscow,Carpet,A,20020930,21.144421629,Denis Golovanov,L,188.0,RUS,23.512662559899997,6-0 6-1,3,R32,37.0,13.0,1925.0,167.0,220.0,1,0
202,202,35876,Moscow,Carpet,A,20020930,21.144421629,Jarkko Nieminen,L,185.0,FIN,21.1882272416,6-1 6-4,3,R16,51.0,13.0,1925.0,35.0,931.0,1,1
203,203,35883,Moscow,Carpet,A,20020930,21.144421629,Marat Safin,R,193.0,RUS,22.674880219000002,7-5 6-4,3,QF,79.0,13.0,1925.0,4.0,2580.0,0,0
204,204,35935,s Hertogenbosch,Grass,A,20020617,20.8569472964,Richard Krajicek,R,196.0,NED,30.5297741273,6-2 7-5,3,R32,58.0,9.0,2175.0,,,1,0
205,205,35943,s Hertogenbosch,Grass,A,20020617,20.8569472964,Ivo Heuberger,R,188.0,SUI,26.3244353183,6-4 RET,3,R16,36.0,9.0,2175.0,127.0,320.0,1,1
206,206,35946,s Hertogenbosch,Grass,A,20020617,20.8569472964,Sjeng Schalken,R,193.0,NED,25.7713894593,3-6 7-5 6-3,3,QF,98.0,9.0,2175.0,31.0,1120.0,0,0
207,207,35981,Long Island,Hard,A,20020819,21.029431896,Nicolas Massu,R,183.0,CHI,22.8583162218,6-7(5) 6-1 6-3,3,R32,120.0,13.0,1925.0,65.0,605.0,0,0
208,208,36120,Dubai,Hard,A,20020225,20.5503080082,Adrian Voinea,R,185.0,ROU,27.5564681725,6-3 6-4,3,R32,56.0,14.0,1750.0,76.0,521.0,1,0
209,209,36134,Dubai,Hard,A,20020225,20.5503080082,Rainer Schuettler,R,180.0,GER,25.8370978782,6-3 6-1,3,R16,53.0,14.0,1750.0,40.0,930.0,0,0
210,210,36225,Halle,Grass,A,20020610,20.8377823409,Hendrik Dreekmann,R,188.0,GER,27.3620807666,6-7(5) 6-3 6-4,3,R32,105.0,10.0,2135.0,,,1,0
211,211,36233,Halle,Grass,A,20020610,20.8377823409,David Prinosil,R,185.0,GER,29.2539356605,6-2 6-4,3,R16,66.0,10.0,2135.0,206.0,182.0,1,1
212,212,36237,Halle,Grass,A,20020610,20.8377823409,Mikhail Youzhny,R,183.0,RUS,19.9589322382,6-3 6-4,3,QF,59.0,10.0,2135.0,67.0,598.0,1,2
213,213,36239,Halle,Grass,A,20020610,20.8377823409,Nicolas Kiefer,R,183.0,GER,24.930869267600002,4-6 6-4 6-4,3,SF,102.0,10.0,2135.0,66.0,600.0,0,0
214,214,36334,Roland Garros,Clay,G,20020527,20.7994524298,Hicham Arazi,L,175.0,MAR,28.602327173200003,6-3 6-2 6-4,5,R128,95.0,8.0,2380.0,45.0,790.0,0,0
215,215,36475,Wimbledon,Grass,G,20020624,20.8761122519,Mario Ancic,R,196.0,CRO,18.234086242300002,6-3 7-6(2) 6-3,5,R128,100.0,9.0,2160.0,154.0,244.0,0,0
216,216,36610,US Open,Hard,G,20020826,21.0485968515,Jiri Vanek,R,185.0,CZE,24.339493497600003,6-1 6-3 4-6 7-5,5,R128,126.0,13.0,1925.0,157.0,249.0,1,0
217,217,36662,US Open,Hard,G,20020826,21.0485968515,Michael Chang,R,175.0,USA,30.507871321,6-3 6-1 6-3,5,R64,95.0,13.0,1925.0,132.0,314.0,1,1
218,218,36688,US Open,Hard,G,20020826,21.0485968515,Xavier Malisse,R,185.0,BEL,22.1026694045,4-6 6-3 6-4 6-4,5,R32,133.0,13.0,1925.0,19.0,1410.0,1,2
219,219,36701,US Open,Hard,G,20020826,21.0485968515,Max Mirnyi,R,196.0,BLR,25.1389459274,6-3 7-6(5) 6-4,5,R16,112.0,13.0,1925.0,34.0,1035.0,0,0
220,220,36784,Australian Open,Hard,G,20020114,20.4353182752,Michael Chang,R,175.0,USA,29.8945927447,6-4 6-4 6-3,5,R128,126.0,12.0,1845.0,94.0,445.0,1,0
221,221,36844,Australian Open,Hard,G,20020114,20.4353182752,Attila Savolt,R,183.0,HUN,25.941136208099998,6-2 7-5 6-4,5,R64,124.0,12.0,1845.0,93.0,447.0,1,1
222,222,36874,Australian Open,Hard,G,20020114,20.4353182752,Rainer Schuettler,R,180.0,GER,25.7221081451,7-6(6) 7-6(5) 6-4,5,R32,137.0,12.0,1845.0,41.0,955.0,1,2
223,223,36889,Australian Open,Hard,G,20020114,20.4353182752,Tommy Haas,R,188.0,GER,23.783709787800003,7-6(3) 4-6 3-6 6-4 8-6,5,R16,215.0,12.0,1845.0,9.0,2150.0,0,0
224,224,36906,Masters Cup,Hard,F,20021111,21.2594113621,Lleyton Hewitt,R,180.0,AUS,21.711156741999996,7-5 5-7 7-5,3,SF,180.0,6.0,2290.0,1.0,3835.0,0,0
225,225,36910,Masters Cup,Hard,F,20021111,21.2594113621,Juan Carlos Ferrero,R,183.0,ESP,22.7460643395,6-3 6-4,3,RR,72.0,6.0,2290.0,4.0,2340.0,1,0
226,226,36911,Masters Cup,Hard,F,20021111,21.2594113621,Jiri Novak,R,190.0,CZE,27.6413415469,6-0 4-6 6-2,3,RR,91.0,6.0,2290.0,7.0,2235.0,1,1
227,227,36912,Masters Cup,Hard,F,20021111,21.2594113621,Thomas Johansson,R,180.0,SWE,27.635865845300003,6-3 7-5,3,RR,74.0,6.0,2290.0,14.0,1725.0,1,2
228,228,37202,Munich,Clay,A,20030428,21.7193702943,Zeljko Krajan,R,178.0,CRO,24.2299794661,6-4 6-3,3,R32,65.0,5.0,2480.0,103.0,380.0,1,3
229,229,37217,Munich,Clay,A,20030428,21.7193702943,Raemon Sluiter,R,185.0,NED,25.0403832991,6-4 6-3,3,R16,59.0,5.0,2480.0,66.0,628.0,1,4
230,230,37225,Munich,Clay,A,20030428,21.7193702943,Mikhail Youzhny,R,183.0,RUS,20.8405201916,6-2 6-3,3,QF,61.0,5.0,2480.0,30.0,1090.0,1,5
231,231,37229,Munich,Clay,A,20030428,21.7193702943,Stefan Koubek,L,175.0,AUT,26.3162217659,6-2 6-1,3,SF,55.0,5.0,2480.0,63.0,640.0,1,6
232,232,37231,Munich,Clay,A,20030428,21.7193702943,Jarkko Nieminen,L,185.0,FIN,21.7631759069,6-1 6-4,3,F,56.0,5.0,2480.0,35.0,940.0,1,7
233,233,37286,Gstaad,Clay,A,20030707,21.9110198494,Marc Lopez,R,175.0,ESP,20.933607118399998,6-3 6-7(4) 6-3,3,R32,124.0,3.0,3575.0,190.0,188.0,1,8
234,234,37302,Gstaad,Clay,A,20030707,21.9110198494,Jean Rene Lisnard,R,173.0,MON,23.780971936999997,6-1 6-2,3,R16,54.0,3.0,3575.0,99.0,403.0,1,9
235,235,37313,Gstaad,Clay,A,20030707,21.9110198494,Gaston Gaudio,R,175.0,ARG,24.574948665300003,6-1 7-6(6),3,SF,88.0,3.0,3575.0,27.0,1125.0,1,10
236,236,37315,Gstaad,Clay,A,20030707,21.9110198494,Jiri Novak,R,190.0,CZE,28.2929500342,5-7 6-3 6-3 1-6 6-3,5,F,169.0,3.0,3575.0,10.0,1845.0,0,0
237,237,37546,Basel,Carpet,A,20031020,22.1984941821,Marc Rosset,R,201.0,SUI,32.9500342231,6-1 6-3,3,R32,57.0,3.0,3925.0,117.0,325.0,1,0
238,238,37554,Basel,Carpet,A,20031020,22.1984941821,Ivan Ljubicic,R,193.0,CRO,24.5886379192,7-6(5) 6-7(5) 6-4,3,R16,143.0,3.0,3925.0,47.0,795.0,0,0
239,239,37608,Vienna,Hard,A,20031006,22.160164271,David Ferrer,R,175.0,ESP,21.5112936345,6-2 6-2,3,R32,56.0,3.0,3825.0,75.0,480.0,1,0
240,240,37624,Vienna,Hard,A,20031006,22.160164271,Karol Beck,R,180.0,SVK,21.5085557837,6-3 4-6 6-4,3,R16,116.0,3.0,3825.0,70.0,531.0,1,1
241,241,37631,Vienna,Hard,A,20031006,22.160164271,Jarkko Nieminen,L,185.0,FIN,22.203969883600006,6-3 6-3,3,QF,60.0,3.0,3825.0,30.0,1030.0,1,2
242,242,37635,Vienna,Hard,A,20031006,22.160164271,Max Mirnyi,R,196.0,BLR,26.250513347,6-2 7-6(2),3,SF,74.0,3.0,3825.0,28.0,1075.0,1,3
243,243,37637,Vienna,Hard,A,20031006,22.160164271,Carlos Moya,R,190.0,ESP,27.107460643400003,6-3 6-3 6-3,5,F,93.0,3.0,3825.0,7.0,2640.0,1,4
244,244,37642,Sydney,Hard,A,20030106,21.412731006199998,Franco Squillari,L,183.0,ARG,27.375770020500003,6-2 6-3,3,R32,54.0,6.0,2590.0,81.0,484.0,0,0
245,245,37756,Paris Masters,Carpet,M,20031027,22.217659137600002,Thierry Ascione,R,188.0,FRA,22.7734428474,7-6(5) 6-1,3,R32,60.0,3.0,3925.0,106.0,369.0,1,0
246,246,37765,Paris Masters,Carpet,M,20031027,22.217659137600002,Martin Verkerk,R,196.0,NED,24.9883641342,6-7(3) 7-6(12) 7-6(6),3,R16,146.0,3.0,3925.0,16.0,1400.0,1,1
247,247,37770,Paris Masters,Carpet,M,20031027,22.217659137600002,Tim Henman,R,185.0,GBR,29.1389459274,7-6(5) 6-1,3,QF,79.0,3.0,3925.0,31.0,1055.0,0,0
248,248,37921,Miami Masters,Hard,M,20030317,21.6043805613,Luis Horna,R,180.0,PER,22.5023956194,6-2 7-5,3,R64,81.0,4.0,2740.0,82.0,492.0,1,0
249,249,37941,Miami Masters,Hard,M,20030317,21.6043805613,Juan Ignacio Chela,R,190.0,ARG,23.545516769299997,6-1 3-6 6-1,3,R32,75.0,4.0,2740.0,33.0,1065.0,1,1
250,250,37950,Miami Masters,Hard,M,20030317,21.6043805613,Sjeng Schalken,R,193.0,NED,26.5188227242,6-3 6-2,3,R16,77.0,4.0,2740.0,14.0,1630.0,1,2
251,251,37955,Miami Masters,Hard,M,20030317,21.6043805613,Albert Costa,R,180.0,ESP,27.726214921300002,7-6(4) 4-6 7-6(7),3,QF,192.0,4.0,2740.0,9.0,2015.0,0,0
252,252,37983,Indian Wells Masters,Hard,M,20030310,21.5852156057,Felix Mantilla,R,180.0,ESP,28.4599589322,6-7(4) 6-4 4-1 RET,3,R64,108.0,4.0,2780.0,46.0,810.0,1,0
253,253,38002,Indian Wells Masters,Hard,M,20030310,21.5852156057,Gustavo Kuerten,R,190.0,BRA,26.4941820671,7-5 7-6(3),3,R32,105.0,4.0,2780.0,24.0,1230.0,0,0
254,254,38037,Rotterdam,Hard,A,20030217,21.5277207392,Thomas Enqvist,R,190.0,SWE,28.9336071184,3-6 6-3 6-4,3,R32,97.0,5.0,2530.0,71.0,585.0,1,0
255,255,38045,Rotterdam,Hard,A,20030217,21.5277207392,Fabrice Santoro,R,178.0,FRA,30.1902806297,6-0 6-4,3,R16,58.0,5.0,2530.0,32.0,1045.0,1,1
256,256,38049,Rotterdam,Hard,A,20030217,21.5277207392,Sjeng Schalken,R,193.0,NED,26.4421629021,6-2 6-4,3,QF,66.0,5.0,2530.0,19.0,1540.0,1,2
257,257,38051,Rotterdam,Hard,A,20030217,21.5277207392,Max Mirnyi,R,196.0,BLR,25.6180698152,5-7 6-3 6-4,3,SF,101.0,5.0,2530.0,46.0,740.0,0,0
258,258,38170,Hamburg Masters,Clay,M,20030512,21.7577002053,Max Mirnyi,R,196.0,BLR,25.8480492813,6-3 6-3,3,R64,57.0,5.0,2890.0,28.0,1080.0,1,0
259,259,38190,Hamburg Masters,Clay,M,20030512,21.7577002053,Sargis Sargsian,R,180.0,ARM,29.9383983573,6-1 6-1,3,R32,52.0,5.0,2890.0,72.0,578.0,1,1
260,260,38200,Hamburg Masters,Clay,M,20030512,21.7577002053,Mark Philippoussis,R,196.0,AUS,26.507871321,6-3 2-6 6-3,3,R16,124.0,5.0,2890.0,67.0,630.0,0,0
261,261,38233,Rome Masters,Clay,M,20030505,21.7385352498,Paul Henri Mathieu,R,185.0,FRA,21.3086926762,6-3 7-5,3,R64,87.0,5.0,2545.0,43.0,855.0,1,0
262,262,38253,Rome Masters,Clay,M,20030505,21.7385352498,Mariano Zabaleta,R,183.0,ARG,25.180013689299997,7-6(4) 6-2,3,R32,108.0,5.0,2545.0,39.0,883.0,1,1
263,263,38263,Rome Masters,Clay,M,20030505,21.7385352498,Tommy Robredo,R,180.0,ESP,21.0102669405,6-1 6-1,3,R16,49.0,5.0,2545.0,19.0,1295.0,1,2
264,264,38268,Rome Masters,Clay,M,20030505,21.7385352498,Filippo Volandri,R,183.0,ITA,21.661875427800002,6-3 5-7 6-2,3,QF,122.0,5.0,2545.0,100.0,408.0,1,3
265,265,38271,Rome Masters,Clay,M,20030505,21.7385352498,Juan Carlos Ferrero,R,183.0,ESP,23.225188227199997,6-4 4-2 RET,3,SF,57.0,5.0,2545.0,3.0,3275.0,1,4
266,266,38272,Rome Masters,Clay,M,20030505,21.7385352498,Felix Mantilla,R,180.0,ESP,28.6132785763,7-5 6-2 7-6(8),5,F,161.0,5.0,2545.0,47.0,790.0,0,0
267,267,38390,Canada Masters,Hard,M,20030804,21.9876796715,Gaston Gaudio,R,175.0,ARG,24.6516084873,6-4 3-6 7-5,3,R64,125.0,3.0,3690.0,28.0,1055.0,1,0
268,268,38410,Canada Masters,Hard,M,20030804,21.9876796715,Greg Rusedski,L,193.0,GBR,29.9082819986,6-4 6-3,3,R32,65.0,3.0,3690.0,60.0,632.0,1,1
269,269,38420,Canada Masters,Hard,M,20030804,21.9876796715,Tommy Robredo,R,180.0,ESP,21.2594113621,6-4 6-3,3,R16,67.0,3.0,3690.0,15.0,1440.0,1,2
270,270,38425,Canada Masters,Hard,M,20030804,21.9876796715,Max Mirnyi,R,196.0,BLR,26.078028747399998,6-2 7-6(3),3,QF,76.0,3.0,3690.0,32.0,1000.0,1,3
271,271,38428,Canada Masters,Hard,M,20030804,21.9876796715,Andy Roddick,R,188.0,USA,20.9281314168,6-4 3-6 7-6(3),3,SF,116.0,3.0,3690.0,7.0,2630.0,0,0
272,272,38453,Cincinnati Masters,Hard,M,20030811,22.006844627,Scott Draper,L,178.0,AUS,29.18275154,4-6 6-3 7-6(10),3,R64,122.0,2.0,3910.0,114.0,321.0,1,0
273,273,38473,Cincinnati Masters,Hard,M,20030811,22.006844627,David Nalbandian,R,180.0,ARG,21.607118412,7-6(4) 7-6(5),3,R32,126.0,2.0,3910.0,14.0,1580.0,0,0
274,274,38792,Doha,Hard,A,20021230,21.3935660507,Andrei Stoliarov,R,178.0,RUS,25.971252566700002,6-2 6-7(4) 6-4,3,R32,116.0,6.0,2590.0,139.0,274.0,1,0
275,275,38808,Doha,Hard,A,20021230,21.3935660507,Michel Kratochvil,R,185.0,SUI,23.7316906229,6-4 6-4,3,R16,68.0,6.0,2590.0,69.0,570.0,1,1
276,276,38816,Doha,Hard,A,20021230,21.3935660507,Jan Michael Gambill,R,190.0,USA,25.574264202600002,6-4 7-5,3,QF,94.0,6.0,2590.0,42.0,825.0,0,0
277,277,38914,Dubai,Hard,A,20030224,21.5468856947,Irakli Labadze,L,188.0,GEO,21.711156741999996,6-3 6-3,3,R32,63.0,5.0,2580.0,103.0,379.0,1,0
278,278,38929,Dubai,Hard,A,20030224,21.5468856947,Maximilian Abel,R,,GER,20.9883641342,6-4 7-5,3,R16,79.0,5.0,2580.0,217.0,147.0,1,1
279,279,38937,Dubai,Hard,A,20030224,21.5468856947,Hicham Arazi,L,175.0,MAR,29.3497604381,7-5 6-3,3,QF,78.0,5.0,2580.0,113.0,348.0,1,2
